summary,ours
Donald Trump said Chrysler is leaving Mexico. It isn',0
Would the military shut down if the federal government does?,0
Mostly True: California ranks 41st on per student spending but No. 1 per prisoner | PolitiFact Californ,0
Andrew White says he misspoke in saying half of new Texas teachers lack college degrees | PolitiFact Texas,0
Unions would suffer but not end because of Supreme Court decision | PolitiFact New York,0
Unemployment inching up in almost every county outside New York City | PolitiFact New York,0
How much has the NYC graduation rate increased since mayoral control began? | PolitiFact New York,0
"No, Uranium One investigation has not led to an indictment | Pund",0
Millions more spent to defeat Tammy Baldwin than all other incumbent Democrats in Senate combined | PolitiFact Wisconsin,0
DNC offers one-sided view on who gets tax bill's benefits,0
DNC strains to find problems with current job marke,0
Oprah's comments about race in 2013 BBC interview distorted | Pund,0
Rauner says 'Legionella bacteria is in most water systems in Illinois' | PolitiFact Illinois,0
"Little gas behind claim that every year, keys left inside nearly half of stolen Texas vehicles | PolitiFact Texas",0
Trump wrongly faults Obama for London embassy move,0
Atlanta's finances: Really the best in 40 years? | PolitiFact Georg,0
Was Ron DeSantis the 'deciding' vote against the state's right to protect Florida's coast? | PolitiFact Florid,0
"Ahead of 2018 election, Gov. Scott Walker attacked for spending more on corrections than colleges | PolitiFact Wisconsin",0
Donald Trump’s ‘fake news awards’ could land White House staff in hot water,0
NC GOP: a gerrymander is 'a strange looking monster drawing' | PolitiFact North Carolin,0
Gov. Rick Scott's Full Flop on oil drilling | PolitiFact Florid,0
Beto O'Rourke flip-flops on requiring young to perform public service | PolitiFact Texas,0
"Julián Castro says nearly all DACA recipients employed, in school or serving in military | PolitiFact Texas",0
"Does the newly signed Republican tax reform law mean $1,000 or more per year for Americans? | PolitiFact Wisconsin",0
Did Obama say he didn't have the right to issue DACA?,0
"No, Californians do not overwhelmingly oppose sanctuary policies | PolitiFact Californ",0
Did Democrats vote to deport Dreamers?,0
Hollywood celebs didn't announce strike if Donald Trump won't resign | Pund,0
No proof that Queen Elizabeth removed Obamas from Prince Harry's wedding guest list | Pund,0
"Is Donald Trump right that the Dow Jones just had its fastest-ever 1,000-point jump?",0
ke news: military raided Obama's compound in Thailand with Trump's permission | Pund,0
"How accurate is Donald Trump about black, Hispanic unemployment?",0
Did Fire and Fury author Michael Wolff have access to the White House?,0
"A gorilla channel for Donald Trump? Satire tweet fools 1,000s | Pund",0
Taking a closer look at the 'Steele dossier' and Carter Page's warrant | PolitiFact Florid,0
"Ted Cruz says everyone getting tax cuts except some wealthy residents of Manhattan, San Francisco | PolitiFact Texas",0
Does NY spend more to create jobs than any other state? | PolitiFact New York,0
Donald Trump blames Democratic states on lack of data showing voter fraud,0
White House staffers removed from job is subject of false headline | Pund,0
"Headline misleads about President Trump, police and tax deductions | Pund",0
Did Attorney General Jeff Sessions reverse on enforcing marijuana laws? N,0
"Despite David Clarke's tweet, no evidence Hillary Clinton ever called Democratic voters 'stupid' | PolitiFact Wisconsin",0
Donald Trump says there's 'substantial evidence of voter fraud.' There isn',0
"No, Sandra Bullock didn't disparage Hillary Clinton | Pund",0
Top NC Republican accuses Democratic governor of halting the death penalty | PolitiFact North Carolin,0
"White House is misleading by citing only cuts, not hikes, in tax b",0
Donald Trump wrong about how long GOP held Alabama Senate se,0
Headline misleads about Trump's budget proposal and heating program for poor | Pund,0
"No, Shaq didn't declare Trump possibly the best president | Pund",0
"In Milwaukee, murders are coming down from a peak, they're not up 57%, despite Jeff Sessions' claim | PolitiFact Wisconsin",0
Story of Walmart employees operating meth lab in store is made up | Pund,0
Trump’s False claim Dianne Feinstein said ‘there is no collusion’  | PolitiFact Californ,0
"No, Reese's Peanut Butter Cups were not removed from shelves | Pund",0
"Suspect in San Francisco pier Christmas plot was an anti-Trump Antifa supporter, Infowars says | Pund",0
Joe Berrios fails to lock down timeline in Kaegi prison charge | PolitiFact Illinois,0
"During a debate on October 15th, 2018, President Donald Trump claimed that he has enacted more legislation than any other president. However, this claim is false. According to calculations by GovTrack.us, a nonpartisan website that collects congressional data, Trump actually ranked last in legislation signed among post-World War II presidents in their first calendar year. Trump had signed 94 bills into law by his 336th day in office, while Presidents George W. Bush, Bill Clinton, and George H.W. Bush had signed significantly more. Therefore, Trump's claim is inaccurate.",1
ke news: Sasha Obama crashed Bugatti into a lake | Pund,0
Julia Roberts did not say Michelle Obama 'not fit to clean Melania's toilet' | Pund,0
Jenna Fischer of 'The Office' tweets outdated info on teacher tax deduction | Pund,0
"No, Roy Moore didn't win Alabama race with military ballots | Pund",0
"Governor's spokesman fudges on education funding, performance | PolitiFact Missour",0
Cora Faith Walker mostly right on life expectancy disparities in St. Louis | PolitiFact Missour,0
No solid evidence that tax cuts created jobs | PolitiFact Missour,0
McCaskill overreaches on fentanyl figures | PolitiFact Missour,0
Will the Republican tax law raise middle-class taxes? | PolitiFact New York,0
One Wisconsin state agency has rented space in the same building since 1974? | PolitiFact Wisconsin,0
"Unauthorized immigrants account for few crimes, but precise percentage seems elusive | PolitiFact Texas",0
Charge that George P. Bush-led agency has repaired two homes since Hurricane Harvey oversimplifies | PolitiFact Texas,0
"Ivanka Trump wrong that in April, 'vast majority' will be filing their taxes on a 'postcard'",0
"Wealthy would do well under tax plan, contrary to Tenney's claim | PolitiFact New York",0
Trump wrongly says end of mandate is 'essentially' Obamacare repe,0
"Donald Trump claimed that the Diversity Visa Lottery program allows foreign countries to send their ""worst people"" to the United States. He argued that the program is flawed because it selects individuals through a random lottery system, rather than based on merit or job skills. However, this claim is misleading as the program is administered by the United States, not foreign governments, and applicants must meet minimum education or work experience requirements. Additionally, winners of the lottery undergo thorough vetting by the U.S. government before being awarded a visa. Therefore, Trump's statement is rated as ""pants on fire"" by Politifact.",1
nts On Fire for claim of Muslim man’s arrest in Northern California wildfires | PolitiFact Californ,0
"No, New Jersey mayor-elect didn't ban the word Christmas | Pund",0
"No, Alabama poll workers were not arrested in U.S. Senate election | Pund",0
"No, Trump and Congress didn't pass bill ending child support | Pund",0
"No, the FDA didn't hide information linking vaccine to autism | Pund",0
No proof that Rubio's religious tweet was related to Trump rally | Pund,0
Seating Alabama Sen.-elect Doug Jones - does a delay break Senate rules?,0
ke news says Chuck Schumer had affair with teenage cheerleader | Pund,0
"ul Ryan claims 1986 tax reform, like the current one, had low public support just before passage | PolitiFact Wisconsin",0
"ke news spreads about Doug Jones and votes in fictional town ""Bordalama"" | Pund",0
Trump misses mark on Missouri unemployment rate | PolitiFact Missour,0
"Missouri has competitive Hyperloop route, but maybe not 'one of the best they've ever seen' | PolitiFact Missour",0
Sen. Roy Blunt mostly right about health care progress in Missouri | PolitiFact Missour,0
GOP lawmaker claims FBI purged training documents. Here's what we found,0
"House tax plan: Permanent tax cuts for the rich, eventually tax hikes for all middle-class families? | PolitiFact Wisconsin",0
Travis Allen’s Mostly False claim on the California gas tax | PolitiFact Californ,0
Infowars' Alex Jones wrong about Alabama Senate recount | Pund,0
New Jersey police chief said black people have 'no value' and that he'd like to be on firing squad | Pund,0
Does the House tax bill make more changes permanent than Senate bill does? | PolitiFact Florid,0
It's fake news that Texas morgue employee cremated while taking a nap | Pund,0
Bernie Sanders wrongly says Donald Trump never apologized for Access Hollywood tape,0
Rauner distorts Dems' message on Illinois income tax | PolitiFact Illinois,0
